,Unnamed: 0,Text,Type
46,46,this years hanukkah arrives midst rising emboldened antisemitism home world i recognize fear hurt and president i want make clear i silent america silent,0
47,47,the story hanukkah miracles its story small band warriors fighting values defeat historys powerful empires its story small jar oil burning brightly days shouldve lasted,0
48,48,today i met president lasso ecuador build productive talks summit americas june continue deepen partnership i commend president setting regional example security migration economic progress,0
49,49,join jill host hanukkah reception white house,0
50,50,our administration officially surpassed roadmap actions year strengthen energy efficiency standards these actions help save american families year lower energy bills winter,0
51,51,congratulations alberto argentinian yesterdays hardfought welldeserved victory you know i think messi guy future,0
52,52,were building semiconductor factories advanced manufacturing right america thatll create tens thousands goodpaying jobs years ahead and way jobs pay year wont require college degree,0
53,53,right families cars driving home holidays saving month gas compared midjunes peak,0
54,54,thanks plan transition steady stable economic growth inflation slowed month providing muchneeded relief millions families grocery store,0
55,55,starting january folks medicare wont choose paying insulin cases putting food table real savings kick,0
56,56,history remember administration bringing manufacturing america,0
57,57,jill i delighted meet fall class white house interns,0
58,58,aurelie rosalie thanks writing willow commander doing greati hope wonderful christmas,0
59,59,burn pits size football fields incinerate wastes war like chemicals fuel got servicemembers sickthe pact act veterans benefits deserve,0
60,60,the biden express running,0
61,61,passing pact act big step veterans care need come homenow time congress pass bipartisan government funding fully deliver pacts promise,0
62,62,the usafrica leaders summit proved enormous potential nations harness the united states africas future,0
63,63,from student debt relief insulin caps seniors administration delivering lower costs working americans,0
64,64,folks day investment lower prescription drug costs health insurance costs energy costs millions families starts effect,0
65,65,the pact act empowers va quickly determine veteran qualifies benefitsit means new facilities research workers va hospitalsand whove lost loved means benefits thatll help breathing room,0
66,66,our veterans spine sinew americawe owe themill,0
67,67,we got pact act now veteran surviving family member deserves know access benefits new lawim urging veterans enroll va health care screened toxic exposure promptly file claim,0
68,68,as nation truly sacred obligation prepare send harms way care families come homethats helping toxicexposed veterans servicemembers important its i pact act law,0
69,69,at start administration inherited multiple historic crises narrow margins congressbut worked fast now jobs wages inflation gas prices coming we economic plan working,0
70,70,tune i participate town hall veterans discuss historic expansion benefits pact act,0
71,71,i commitment american people i president united states return immediately world stage address climate crisis i kept promise rejoining paris agreement,0
72,72,african voices leadership innovation critical addressing pressing global challenges realizing vision share a world free open prosperous secure,0
73,73,its productive days spent building usafrican partnerships strengthen longstanding engagement years come,0
74,74,the united states stands japan critical moment our alliance cornerstone free open indopacific welcome japans contributions peace prosperity,0
75,75,africas success worlds success,0
76,76,tune i deliver remarks usafrica leaders summit closing session promoting food security food systems resilience,0
77,77,covid cases going country but tools infrastructure knowhow need manage moment today announced winter covid preparedness plan ensure stay ahead increases cases winter take look,0
78,78,since usafrica leaders summit weve faced challenges pandemic war economic food insecuritybut solve challenges african leadership ideas table reasons summit crucial,0
79,79,tune i deliver remarks participating usafrica leaders summit leaders session partnering african unions agenda,0
80,80,we discussed importance holding free fair transparent elections working strengthen democracy globally the united states plans provide million support elections good governance africa,0
81,81,i met yesterday presidents drc gabon liberia madagascar nigeria sierra leone discuss countries upcoming polls challenges opportunities facing democracies,0
82,82,covid cases rising america folks gather holidays thats starting today household order free covid tests shipped straight door head,0
83,83,wages gone prices months and weeks starting january families breathing room plan lower drug costs health insurance premiums energy bills goes effect,0
84,84,africas prosperity essential better future usthe usafrica business forum connections shared future today i announced billion twoway trade investment commitments deals partnerships advance shared priorities,0
85,85,for years sandy hook survivors families victims turned pain purposewe owe prayers we owe action,0
86,86,it great honor watch todays world cup match alongside prime minister akhannouch moroccono matter youre rooting remarkable watch team able achieve,0
87,87,in world inflation rising double digits major economies world coming americalets going,0
88,88,tune i deliver remarks usafrica business forum,0
89,89,ten years ago newtown families said goodbye loved ones time firstgraders educators died hands lone gunmanwe struggle fathom loss but darkness strength finish work left undone,0
90,90,the road moment long but believed equality gave today lovings edie windsor thea spyer plaintiffs obergefell case fought thisfrom entire nation thank,0
91,91,as mildred loving said previous generations bitterly divided clear right today signing respect marriage act celebrate progress there things clear right marriage equality,0
92,92,marriage simple proposition love and loyal person love its complicated the respect marriage act recognizes right answer questions,0
93,93,today good daytoday america takes step equality toward liberty justice just allbecause today i sign respect marriage act law,0
94,94,join first lady vice president harris second gentleman host ceremony south lawn sign respect marriage act,0
95,95,americans economic progress driving street finding relief pump gas prices fall as ready holiday celebrations dinners food inflation slowingthese savings crucial families,0
96,96,if message breaks today law love defends strikes blow hate formscelebrate i sign historic respect marriage act law,0
97,97,this morning received reason optimistic going new yearwe learned month inflation came experts expected fifth month row annual inflation fallen united states,0
98,98,tune i deliver remarks efforts tackle inflation,0
99,99,happy birthday usnationalguard,0
100,100,today i sign respect marriage act law landmark civil rights honors courage sacrifice generations couples fought marriage equality equal rights,0
101,101,on day office america rejoined paris agreement climate changeand years closer achieving goal reducing us emissions galvanizing global action limit warming cim confident,0
102,102,for years toys tots brought joy laughter smiles families kids countryits best events year and today jill i proud toys ready journey new owners,0
103,103,delivering aggressive climate action history lowering energy costs families creating goodpaying jobs ensuring america leads global clean energy economy,0
104,104,i joined g leaders president zelenskyy discuss progress weve germanys presidency address pressing challenges time russias brutal war ukraine climate food energy security infrastructure were united,0
105,105,today celebrate seven years paris agreement nearly years i got since signed law largest climate investment history prioritized environmental justice moved closer ambitious goals,0
106,106,join jill participate united states marine corps reserve toys tots event,0
107,107,when i think climate change i think jobsits time wind turbine blades solar panels electric vehicle batteries built american union workers american towns instead overseas,0
108,108,a future america,0
109,109,make million,0
110,110,independent experts projected us economy grow faster chinas economy year that happened,0
111,111,getting updated covid vaccine free easy convenient theyre best protection winter schedule updated shot ahead holiday plans celebrate friends family knowing youre protected,0
112,112,union workers highly trained highly skilled workers entire world thats joke thats fact,0
113,113,think working years tracking dollar securing retirement then lose half pension fault thats signed butch lewis act protect union pensions sacrificed secure,0
114,114,small businesses backbone communities country its im proud support as president leading way historic amounts small business applications consumer,0
115,115,when i came office just million covid shots gone arms now weve gotten million shots arms saving millions american lives get updated shot,0
116,116,historic job creationearly signs inflation easingunemployment near year lowgas prices year ago im optimistic future,0
117,117,on watch wealthiest corporations america arent getting tax cut with inflation reduction act beginning new years day theyll closer paying fair share,0
118,118,for years weve economy didnt work working people through investments laid foundation economy built middle getting economic relief folks needed,0
119,119,our plan build economy middle working,0
120,120,american manufacturing folks,0
121,121,trickledown economics doesnt usually middle worked our administration building economy towns like scranton wall street,0
122,122,right average price gallon gas cents week and price gas year ago our actions working american families meaningful savings,0
123,123,america asserting resilience economy and effect historic global investments american manufacturing,0
124,124,when americans big picture hometowns cranes going shovels ground workers hard hats i want feel i feel pride,0
125,125,the economy building positions america win economic competition st century,0
126,126,congrats newest members united auto workers ultium cells llc ev battery plant ohioi ran president rebuild middle class strong unionson watch workers lead world manufacturing,0
127,127,weve important progress passing significant gun safety law decades but work continues ban assault weapons we did,0
128,128,brittneys coming home,0
129,129,equal pay common sense long overduethis latina equal pay day lets recognize wage inequity faced latinas america recommit doing possible live values equal pay makes stronger,0
130,130,its job protect pensions worked damn hard thanks todays approval funds butch lewis act i signed law union workers america bed night knowing pensions need,0
131,131,in wake dobbs congress restored measure security marriages families passing respect marriage actwere step closer journey build perfect union well stop fighting equality lgbtqi folks americans,0
132,132,i campaigned restore backbone country middle class unions over years thats weve doing americans workingthe economy growingincomes rising faster inflation,0
133,133,the butch lewis act i signed law shored pensions millions union workers facing cuts benefits earned today administration announcing single largest approval funds act billion covering workers retirees,0
134,134,tune i deliver remarks ensuring union workers retirements earned paid years,0
135,135,some great news today national average gas price lower level year ago,0
136,136,last night i gathered victims families violence rips soul nation gun violence light shines darkness may strength finish work left undone behalf lives weve lost lives save,0
137,137,my administration hard work building new supply chains run phoenix detroit betweennow ports flowing stores stocked seeing prices drop,0
138,138,it isnt day meet heroes,0
139,139,tune i deliver important announcement,0
140,140,moments ago i spoke brittney griner she safeshe planeshe way home,0
141,141,im joining survivors families impacted gun violence deliver remarks th annual national vigil all victims gun violence,0
142,142,this great news connecticut families whove impacted nations failed approach marijuanano imprisoned solely possession marijuana,0
143,143,when i came office million americans fully vaccinated since weve gotten million americans fully vaccinated saving millions livesget updated shot,0
144,144,i know like folks i grew scranton youve felt left long timehear rebuild american manufacturing leaving behindwere going make sure american workers prepared compete world,0
145,145,it honor spending time wwii veterans white house today these men women answered free worlds greatest hour need indebted today,0
146,146,seventeen black women confirmed federal circuit courts us history and senates confirmation judge doris pryor im proud nominated waycourts matter now reflect greatness nation,0
147,147,i just signed speak out act thatll enable survivors speak workplace sexual assault harassment increase access justice reploisfrankel repcheri sengillibrand maziehirono determined advocates thank tireless work,0
148,148,smart federal investment attracts private sector investment it creates jobs new industries demonstrates togetherthats yesterdays sitdown industry leaders,0
149,149,congrats senator now lets sworn,0
150,150,americans starting impact historic investments lives its broader story economy building works economy positions america win economic competition st century,0
151,151,on national pearl harbor remembrance day honor lives cut short tragic morning and reflect resilience armed forces withstood attack built capable fighting force world we break,0
152,152,just called senatorwarnock congratulate wintonight georgia voters stood democracy rejected ultra magaism importantly sent good man senate heres years,0
153,153,micron investing billion build microchips syracuseintel investing billion columbusibm investing billion poughkeepsie and tsmc investing billion right phoenix,0
154,154,the economy grew rate quarter inflation started slow unemployment stayed low what economic statistics really mean people millions jobshundreds thousands manufacturing jobssome welcome breathing room families,0
155,155,we proving invest america especially highgrowth highpotential industries future grow economy middle,0
156,156,tune i discuss economic plan leading manufacturing boom rebuilding supply chains creating goodpaying jobs arizona country,0
157,157,its wonderful time year,0
158,158,even youve gotten vaccinated boosted youve covid updated vaccine protect family ahead holidays,0
159,159,because investing united states destination companies globe new manufacturingthey i worldclass highskilled highlycommitted labor force,0
160,160,we invented microchip american manufacturing backbone economy got hollowed companies began jobs overseaswell sending americanmade products overseas best workers world,0
161,161,starting new years day seniors covered medicare begin paying prescription month insulin,0
162,162,our economy growing strong pace gas prices summer unemployment near record lows the american people confidence plan tackle inflation giving historic economic gains weve achieved working,0
163,163,the economy added jobs wages rose november and unemployment rate near record low were delivering historic results american people,0
164,164,our economy growing strong pace gas prices summer unemployment near record lowsthe american people confidence plan tackle inflation giving historic economic gains weve achieved working,0
165,165,the inflation reduction act lowers costs families combats climate crisis reduces deficitall making largest corporations pay fair share,0
166,166,because policies folks starting feel impact legislative achievements lives it accelerate months ahead implement investments american families,0
167,167,as today national average price gas gallon lowest early february lower putin invaded ukraine,0
168,168,congratulations kennedy center honorees wonderful families thank showing power arts you embody spirit america,0
169,169,this week celebrated enduring friendship france united states raising glasses president macron mrs macron people france to history binds values unite future forge,0
170,170,merry christmas everybody one best parts holiday season getting spend time special people lives i hope wonderful joyful christmas,0
171,171,i enjoy sharing end year music playlist year heard lot great songs here favorites are songs artists i check,0
172,172,i saw great movies year favorites what did i miss,0
173,173,i look forward sharing lists favorite books movies music youfirst books i read enjoyed year let know books i check,0
174,174,i grew watching franco harris honor getting know years later he extraordinary man field missed our thoughts family steeler nation,0
175,175,congrats argentina goat lionel messi amazing world cup victory,0
176,176,michelle i send warmest wishes celebrating hanukkah at time antisemitism rise world lets remember light hope shine brighter hate from family chag sameach,0
177,177,but years families sandy hook taken unimaginable sorrow channeled righteous causesetting example strength resolve take moment learn help,0
178,178,i consider december th single darkest day presidency the news sandy hook elementary devastating visceral blow like i felt just sorrow anger world allow things happen,0
179,179,its landmark moment fight equality tribute generations americans example advocacy law change hearts mindsthis victory powerful reminder continue perfect union,0
180,180,by mandating federal recognition samesex marriages respect marriage act brings closer preserving fundamental right american marry love,0
181,181,in supreme court recognized constitutional right marriage equality i said progress comes small increments then days slow steady effort rewarded justice arrives like thunderbolttoday days,0
182,182,grateful longoverdue release brittney griner today russian custody kudos potus administration difficult diplomatic work involved make happen were looking forward having brittney home,0
183,183,rt obamafoundation last night president barackobama joined sandyhook families honor precious children brave adults,0
184,184,once georgians proven comes time vote theyll vote leader fight themcongratulations reverendwarnock,0
185,185,vote reverendwarnock vote today build work people like john lewis ann nixon cooper paved way vote build better future generation,0
186,186,georgia time vote reelect reverendwarnock make sure family friends neighbors vote find polling location,0
187,187,georgia vote reverendwarnock make plan vote today,0
188,188,affordable health care right privilege if havent make sure sign health care open enrollment period go today pick plan works best family,0
189,189,thats im asking georgian vote reverend warnock then everybody know vote we tired make plan vote today,0
190,190,reverendwarnock hardworking godfearing communityserving leader tells truth sticks word treats everybody decency respect hell making georgia proud senate,0
191,191,im georgia deliver simple message vote reelect reverendwarnock tune,0
192,192,if youre georgia involved election making calls chipping reaching family friends georgia reminding vote lets reelect reverendwarnock,0
193,193,georgia lets time we need everybody vote send reverendwarnock senatego polling place make plan vote early,0
194,194,michelle i started obamafoundation support generation leaders picking baton creating sustainable change communitieson giving tuesday im asking help work going,0
195,195,last month i spoke incredible small business leaders working south west sides chicago as build obama presidential center work closely businesses hope center helps boost economic growth city,0
196,196,one favorite white house traditions telling thanksgiving jokes i thought funny heres look favorites,0
197,197,wishing happy thanksgiving as celebrate lets thanks blessings lives were thinking brave men women serving country far home,0
198,198,but voters statesincluding florida texas wisconsinare affected gerrymanderingthats weve got stay fight working stop partisan gerrymandering join,0
199,199,thanks ndrc states gerrymandered republicansmichigan pennsylvania north carolina colorado minnesotaare highly competitive and thats bevoters choose representatives way,0
200,200,one reason balance power house representatives close time decade competitive districts play thanks work demredistrict americans voted fairest congressional map years,0
201,201,we reduce gun violence america,0
202,202,im inspired generation leadersespecially joined week obamafoundation democracy forumtheir ideas insights help strengthen democracy carry futuretake look day,0
203,203,rt obamafoundation on eve trans day remembrance lgbtq community colorado springs terrorized gun violence we jo,0
204,204,best luck usmnt world cup michelle i incredibly proud youve accomplished far rooting way,0
205,205,happy birthday joebiden theres lot celebrate days i grateful america sitting desk,0
206,206,yesterday bchesky i chance meet inaugural recipients the voyager scholarshipmichelle brian i wait work talented young people years pursue careers public service,0
207,207,our obamafoundation leaders working hard tackle toughest challenges it great having join trevornoah thedailyshow share work,0
208,208,im happy announce launching new expanded leaders united states program coming months help young people idealism work michelle i proud support young leaders work obama foundation,0
209,209,today obamafoundation democracy forum brought leaders world share ideas discuss ways strengthen democracy,0
210,210,im new york city obamafoundations leaders world discuss strengthen democracy support generation leaders working important challenges tune,0
211,211,speaker nancy pelosi accomplished legislators american historybreaking barriers opening doors working day serve american people i grateful friendship leadership,0
212,212,but fight protect daca recipients remains unfinished earlier year i sat group dreamers stories speak ways strengthen communities congress act resolve status,0
213,213,some good news arizona voters approved ballot initiative make dreamers eligible instate tuition credit goes organizers shared families stories assembled bipartisan coalition supporters,0
214,214,rest peace virginia we know youre dancing,0
215,215,among michelleobamas talents fact fantastic writer in new book the light we carry shares tools lessons shes learned help navigate times uncertainty its book youll want,0
216,216,congratulations organizers volunteers south dakota results week work expand medicaid possible millions americans access health care,0
217,217,its pushed hard aca health care right privilege but just important testament happen citizens willing grab clipboards signatures build coalition bring change,0
218,218,last week voters south dakota chose expand access medicaid affordable care act making possible south dakotans access health carewith good news states expanded medicaid,0
219,219,getting right folks jobs important step but rest we need speaking dangerous candidates supporting good ones voting ballot our democracy depends,0
220,220,adrianfontes just elected secretary state arizona adrians opponent capitol january th suggested reject democratic votes future adrian believes vote count hell able make happen arizona,0
221,221,jocelynbenson doing great job michigans secretary state she just reelected continue make sure michiganders vote counts election,0
222,222,lets celebrate democratic candidates like ciscofornevada nevadas secretary state his opponent spread conspiracy theories lies voting machines cisco protect integrity nevadas elections,0
223,223,i emphasize secretary state races matter they dont attention theyre crucial ensuring fair electionsand time voters country chose candidates fight democracy,0
224,224,thanks proudly served country uniform families served alongside we owe muchon veterans day day,0
225,225,rt obamafoundation exciting news nhannahjones lenirobredo noupside jelani speakers joining,0
226,226,for democracy thrive need tell better stories live despite differenceson november th ill joining global leaders working protect democracy obamafoundation,0
227,227,in election millions people cast ballots america fair just equal free were keeps moving forward our democracy resilientas long stay engaged active elections,0
228,228,rt thedemocrats dont sit election make plan vote today if run issues voting questions cal,0
229,229,midterm elections matter dont let convince vote wont make difference show polls today vote democrats ballot,0
230,230,the kind slash burn politics seeing right doesnt we better vote tomorrow help,0
231,231,a simple message joebiden vote,0
232,232,lets go today make plan vote,0
233,233,our democracy ballotif want build progress joebiden democrats far going need everybody make voices heard tuesdayshow vote november th encourage friends family neighbors join,0
234,234,the things change things stay im just proud standand look shortbeside guy today i pennsylvania time vote johnfettermanfor senate,0
235,235,im fired philadelphia friend joebiden make sure everybody turns vote election tune live,0
236,236,pennsylvania make sure vote joshshapiropa governor summerforpa chrisforpa us house johnfetterman us senatetheyll work make difference folks like make plan vote,0
237,237,we days left election day tune i share important support democratic candidates ballot pennsylvania,0
238,238,the way make democracy stronger fight itand starts electing people know understand youre going throughso vote democrats ballot election day,0
239,239,when break barriers expose young people new pathways success theres limit accomplish thats driving idea mbkalliance program obamafoundationlooking forward seeing young men,0
240,240,this election set direction country years come its important so make voice heard voting early november th go make plan,0
241,241,arizona chance vote candidates like krismayes adrianfontes katiehobbs captmarkkelly work build inclusive hopeful forwardlooking america believe,0
242,242,im arizona today support democratic candidates fight tune,0
243,243,rt potus youve paying social security life you earned itnow republicans congress want cut itwho h,0
244,244,because make voices heard things better build country fair just equal free,0
245,245,so youre anxious frustrated right dont complain dont tune dont let convince vote doesnt matter,0
246,246,yesterday i traveled nevada support incredible democrats ticketcandidates like stevenhorsford dinatitus susieleenv ciscofornevada aarondfordnv stevesisolak cortezmasto work fight,0
247,247,youve got days left vote midterms i know youve heard million times election really important sit outin places vote make difference,0
248,248,were officially week away election day tune grassroots event support democratic candidates nevada,0
249,249,make mistakesocial security ballot make voice heard vote november th candidates fight,0
250,250,dont boo vote happy halloween,0
251,251,make plan vote then family friends vote we sit election,0
252,252,and wisconsin great democratic candidates ballotfor representative gwencongressfor senator theothermandelafor attorney general joshkaulwifor lieutenant governor sarawifor governor tonywi,0
253,253,we power forge different future vote and just folks ticketweve got vote democrats work support,0
254,254,im milwaukee grassroots event support democratic candidates ballot wisconsin tune make plan vote,0
255,255,and make plan vote then encourage family friends vote bring polls vote early election day we afford complacentnot election lets work,0
256,256,so vote candidates fight youcongresswoman rashidatlaib attorney general dananessel secretary state jocelynbensonlieutenant governor garlin gilchristgovernor gretchenwhitmer,0
257,257,the way save democracy fight itand starts electing people know care people fight,0
258,258,tuning optiondespair optionthe way make economy fairer fight,0
259,259,michigan weve got vote democrats ballot,0
260,260,im fired detroit today make sure everybody turns vote democrats ballot watch live,0
261,261,so make plan vote help friends family take vote early vote person election daybecause election requires single its important,0
262,262,candidates like staceyabrams sanfordbishop beeforgeorgia reverendwarnock care issues care abouttheyll protect basic rights strengthen democracy build economy works just,0
263,263,georgia im today simple reason ask vote because ordinary election the stakes higher so vote democratic candidates fight,0
264,264,georgia its im grassroots event atlanta support incredible democratic candidates ballot tune live,0
265,265,rt staceyabrams georgians ready join president barackobama senator reverendwarnock democratic ticket tonight tune,0
266,266,michelle i want obama presidential center provide opportunities young people serve catalyst economic growth city home,0
267,267,poll workers help make sure voters cast ballots elections administered freely fairly with election day corner need recruit learn sign today,0
268,268,im proud michelleobama girlsalliance launching get her there campaign its powerful reminder ways come make sure girl world reach potential learn,0
269,269,have voted early midtermsits time vote democrats fight issues care moving country forwardgo make plan today,0
270,270,today mourn passing secretary defense ash carter celebrate leader left americaand worldsafer lifetime service michelle i extend heartfelt sympathies ashs wife children loved,0
271,271,thanks peyton elimanning having manningcast its good watching game couple retired guys dont forget register vote,0
272,272,young people power change direction country voting election climate change reproductive rights gun safetyall issues care ballotregister vote encourage friends,0
273,273,this hgmedia film way families survivors reclaim story i hope youll watch today netflix encourage family friends watch learn history,0
274,274,descendant powerful documentary shares story descendants survivors clotilda believed ship carried enslaved africans united states,0
275,275,doing civic dutyvote earlylike vote mail vote person election day tuesday november just make sure vote help friends family make plan vote,0
276,276,election day right corner i want clear whats stake our fundamental rights ballot especially womens reproductive rightsso dont sit election make plan vote right,0
277,277,great news thanks potus application federal student loan debt relief available millions workingand middleclass folks eligibletake minutes apply today,0
278,278,too entrepreneurs feel like big institutions arent listening at obama presidential center want change setting programs connect small business leaders resources public private sector,0
279,279,i heard group students chicago getting don c ayodos i thought id stop byim proud group know theyll big things,0
280,280,michelle i voted early today now turn check voter registration update make plan vote early election day because vote matters,0
281,281,i sat podsaveamerica talk importance voting midterms state democracy abroad progress democrats issues mattertake listen,0
282,282,if want democracy function election governors secretaries state candidates ballot going protect voting rights electoral process because seats wield lot power power matters,0
283,283,it great speaking imani austin outstanding urbanalliance obama youth jobs corps students theyre proof connect young people training meaningful work experience benefits communities world,0
284,284,congratsto jhuapl confirming successfully moved asteroid the historic dart mission proved humanity stop threatening asteroid needed shows whats possible come big things,0
285,285,on international day girl stand solidarity courageous iranian women girls inspired world ongoing protests,0
286,286,her commitment supporting training generation indigenous women girls looking study science technology engineering math inspiring i hope youll moment read story learn work,0
287,287,as honor contributions indigenous people today i wanted moment celebrate mary smiththe native american woman hold role presidentelect american bar association alum administration,0
288,288,this november ill joining obamafoundation leaders discuss adapt democracies institutions new age find,0
289,289,at time democracy threat world gives hope potential generation leaders i excited announce obamafoundations global convening focused ideas essential democracy,0
290,290,and ways support folks whove impacted hurricane fiona,0
291,291,if youre looking ways help obamafoundation compiled list organizations doing work help impacted hurricane ian,0
292,292,michelle i thinking affected hurricane ian hurricane fiona were grateful responders volunteers doing help need,0
293,293,at time meaning america grabs codykeenans new book chronicles days tested ultimately showed best its captivating story whats worth fighting antidote cynicism make believe,0
294,294,miche after years im sure look exactly i dont i know i won lottery daythat i asked better life partner happy anniversary sweetheart,0
295,295,happy th birthday presidentcarter your dedication public service work cartercenter lift example follow,0
296,296,rt michelleobama im humbled response upcoming book tour weve added couple new dates,0
297,297,i got start south side chicago right street building center lessons i learned neighborhoods ended shaping life the obama presidential center way paying forward,0
298,298,its year officially broke ground obama presidential center i prouder progress weve far,0
299,299,this summer mbkalliance awarded grants organizations working hard make difference young boys men color country you learn,0
300,300,rt obamafoundation to jewish friends family neighbors celebrating start tonight shanah tovah,0
301,301,this banned books week i hope youll moment appreciate stories need told and i hope youll join reminding listenand wontthat free robust exchange ideas heart american democracy,0
302,302,we owe debt gratitude team brooklyn library helping make sure readers country access great books,0
303,303,im grateful people like cameron fought censorship texas organizing studentled movement eventually distributed challenged banned books,0
304,304,im thankful leaders like rebecca obamafoundation scholars iesha making sure chicagoans ages access powerful literature,0
305,305,this year im celebrating banned books week freedom read people country i wrote thoughts wanted share stories folks working issue,0
306,306,today books shaped lifeand othersare challenged schools bookstores libraries people disagree certain ideas perspectives often banned books written feature people color members lgbtq communities,0
307,307,these just questions answered ballot boxwhich important make sure youre registered voteafter youve checked make sure ask family friends neighbors,0
308,308,in weeks decide want do want nation protects womens rights a nation allows citizen make voice heard a nation takes action climate change late,0
309,309,voting cornerstone democracyand late congressman john lewis reminded precious righton national voter registration day minutes make sure youre registered then make plan vote,0
310,310,michelle i lucky know her majesty the queen back just beginning navigate life president first lady welcomed world stage extraordinary generosity our thoughts royal family mourning passing,0
311,311,congratulationsto lvaces wnba title its fun watch coach beckyhammonand team play season,0
312,312,this article reminder focused government action make real difference kids lives we make sure child fair shot,0
313,313,the inflation reduction act lower cost healthcare prescription drugs taking important steps protect planetpotus vp continue deliver american peopleand thats worth celebrating,0
314,314,michelle i proud join bchesky announcing recipients the voyager scholarship supports rising college juniors pursue career public service i wait young people accomplish,0
315,315,i heard work coach amaker young people harvard doing build community i decided drop meetings thanks letting honorary member the breakfast club,0
316,316,last week michelle i unveiled official white house portraits robert mccurdy sharon sprung take look reflect moment meant,0
317,317,today remember nearly lives lost september we honor memory courage responders men women uniform continue safe,0
318,318,like michelle i grateful witnessed her majestys dedicated leadership awed legacy tireless dignified public service our thoughts family people united kingdom difficult time,0
319,319,when future generations portraits robert mccurdy sharon sprung white house i hope better honest sense michelle i and i hope leave deeper understanding make remarkable things,0
320,320,i want thank robert mccurdy extraordinary work portrait robert known paintings public figures i love paints people exactly way take look process creating official white house portraits,0
321,321,rt whitehouse happening now president biden first lady host president obama first lady obama unveiling,0
322,322,labordayis celebrating working class men women grit resilience built country economic progress possible theyve raised voices advocated better working conditions kept country going,0
